Noun           :   0    1    2    3    4    5    6    7    8    9   10   11   12   13   14   15   16   17   18   19   20   21   22   23   24   25   26   27   28   29   30   31   32   33   34   35   36   37   38   39   40   41   42   43   44   45   46   47   48   49   50   51   52   53   54   55   56   57   58   59   60   61   62   63
term           :   0    0    0    0    0    0    0    0    0    0    0   22    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    4    0    1    1    1    0    0    0    0    0    0    0    0    0    0    0    0    4    0    0    0    0    0    0    0    0    2
name           :   0    0    7    0    6    0    0    0    6    2 1338  269    1    1    6    2    2    5    3    6   16    0    0    0    0    0    1    0    0    1    0    0    1    1    5   23    2   47    2    0    0   16    5    1    6    0    0    0    1    0    0    6    5   38  281   13    5    0    1    8    5    0    1  109
backsplash     :   0    0   14    2    0    1    0    0    0    0    0    8    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    6    0    1    0    0    0    0    0    0    0
bowling        :   0    0    0    0    0    0    0    0    0    0    0    0    2    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    1    0    0    0    0    0    2    0    0    2    0    0    0    1    0    0    0    1    0    0    0    0    0    0    0    0    0    2    0    0    0    0    0    0    1
square         :   0    0    1    1    0    1    0    2    0    0    1    7    4    1    5    1    1    2    0    2    0    0    1    0    0    0    0    1    0    0    0    0    1    0    2   30    6    4    2    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    6    1    1    2    0    0    3    0    0    3
goose          :   0    0    2    0    0    0    0    0    0    0    0    0    2    1    2    1    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    1    1    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1
catching       :   0    0    0    0    0    0    0    0    0    0    0   30    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0
sponsor        :   0    0    1    0    0    0    0    0    0    0    3   11    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    1    0    3    0    0    0    1    0    0    0    0    0    0    0    0   29    0    2    2   37    3   12    0    0    0    0    0    0    8
year           :   0    0    0    0    0    0    0    0    0    0    1   12    3    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    4    2    7    0    1    0    0    2    1    0    0    0    0  143    0    0    0    1    1    0  256    2    0    0    0    1    0    3    1   40
girl           :   6    0  227   49    2   38    0   25    0    0    7  696   68   55   27   33    7   56    0   34   46   12    0    7    3   11    4    2    4    0   31   16   19    9   29  735  124   35   29    7    1  123    1    3   29    3    0    0    2   78    9   11    1   13  176   50   15    3   61    7   14    7    4   68
amusement      :   0    0    0    0    0    0    0    0    0    0    0    0    2    2    0    0    0    0    0    0    0    0    0    0    0    0    0    5    0    0    0    0    0    0    0    0    2    0    1    1    1    0    0    0    1    0    0    0    0    0    0    0    0    0    2    0    1    0    0    0    0    0    1    1
canada         :   0    0    1    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    2    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    1    0    0    2    2
living         :   0    0    7    0    0    1    0    0    0    0    0    3   58    1    6    3    0    1    0    3    0    0    4    0    2    0    1    2    1    0    1    1    1    0   22   16   22    1    3    4    3    1    3    0    4    0    4    0    1    0    0    3    0    0    9    3    4    2    2    1    0    0    1   10
container      :   1    0   23    0    0    0    0   48    0    0    0   41    2   17   10   12    1    4    0    1    1    0    1    0    1    0    1    0    0    0    0    0    0    0   11   31    3    9    3    1    2    3    0    1    0    1    0    0    0    1    0    0    0    3   40    6    1    0    4    0    3    0    0    3
space          :   0    0    0    0    0    0    0    0    0    0    0    5   16    4    7    3    0    0    0    1    2    0    0    0    0    0    0    5    0    0    0    0    0    0    3   18   14    3    6    3   12    3    2    0    6    0    1    0    0    0    2    1    0    0    8    4    3    0   14    4    2    1    0   14
factory        :   0    0    0    0    0    0    0    0    0    0    0    1   18    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    2    0    0    3    4    0    2    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    3
internet       :   0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    4    1    0    0    0    0    0    2    0    1    0    0    0    0    0    0    0    0    0    2    0    0    0    0    0    0    0    0    0
correct        :   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0   13    2    0    2    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    8    0    0    0    0    0    0    0
eagle          :   0    0    0    0    0    0    0    0    0    0    0    1    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    5    0    0    0    0    0    0    0    4    2    0    0    0    1    0    0    0    0    0    0    0    0    0    0    1    0    0    1    0    0    0    1    0    0    0    0    1
monster        :   0    0    0    0    0    0    0    0    0    0    0    0    4    0    0    0    0    1    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    1    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    1    0    0    1
cart           :   2    1   16    0    4    7    1   12    0    0    0    5    5    5    7    4    1    4    2    1    0    0    1    0    0    3    0    0    0    0    1    0    1    0   22   19    3   11    1    1    2    0    0    2    0    0    0    0    0    0    1    1    0    0    7    0    2    0    3    0    1    0    0    6
flyer          :   0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    5    1    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0
california     :   0    0    0    0    0    0    0    0    0    0    0    0    4    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    3    0    0    0    0    0    1    0    2    0    0    0    0    0    0    2    0    0    2    0    1    0    0    0    0    0    1    3
marina         :   0    0    0    0    0    0    0    0    0    0    0    0    7    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    3    1    1    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    4    0
headband       :   0    0   15    0    0    0    0    0    0    0    0    3    0    0    1    0    0    3    4    1    0    0    0   11    0    0    0    0    0    0    1    1    0    0    1    6    0    0    0    0    0    2    0    0    1    0    0    0    5    3    0    0    0    3    9    2    4    0    0    0    1    0    0    5
card           :   0    0    2    0    0    1    0    0    0    0    0    3    0    0    4    1    0    0    0    6    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    2    1    0    0    0    0    1    0    0    3    0    0    0    0    0    1    1    4    0   10    1    1    0    2    0    0    0    1    1
care           :   0    0    1    0    0    0    0    0    0    0    1    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    3    0    0    0    0    0    1    1    1    2    0    0    0    1    0    1    0    0    0    2    0    2    0    1    4    0    0    0    5
training       :   0    0    0    0    0    0    0    0    0    0    0    4    1    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    1    0    0    0    2    3    0    0    1    0    3    2    0    2    0    0    0    0    0    0    0    0    0    1    1    0    0    0    0    0    1    0    1
language       :   0    0    0    0    0    0    0    0    0    0    0   13    2    0    1    5    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    8    1    3    6    0    3    1    1    0    0    0    0    0    0    0    0    0    0    0  322    6    2    1    0    0    0    0    0   15
motion         :   0    0    0    0    0    0    0    0    0    0    0    6    0    1    2    0    0    0   41    0    0    0    2    0    0    0   10    0    0   11    2   12    0    0    1  242   48    6   51    0    1    1    8    1    1    0    3    0    8    0    0    0    0    0   15    5    3    6    0    2    0    0    0    4
thing          :   0    0    4    0    0    1    0    0    1    0    1  342    8    1    3    1    2    0    0    2    6    0    0    0    1    0    0    1    0    1    0    0    0    0    3   17    3   47    9    0    3    1    3    1    2    0    2    0    0    1    0    0    0    0   42    2    5    7    1    8    4    0    1   23
